1186,1.7841002E7
390,2.2849002E7
6030,3.13E7
1336,2.5353002E7
1776,2.191E7
753,9390000.0
1211,2.5353002E7
998,3.6308E7
1816,1.9719E7
1618,7199000.5
914,2.7544E7
2628,1.27078E8
1339,2.2536002E7
3968,6.7295008E7
3328,4.0377E7
2238,2.5353002E7
2799,1.5963E7
883,1.01099E8
762,4.5698004E7
688,7.9189E7
728,4.7889004E7
1109,4.9141004E7
2318,1.33338016E8
1988,4.6637E7
6837,3.9751E7
1088,4.4446E7
1044,3.9438E7
2328,4.695E7
1359,2.3475E7
2601,6.1974004E7
2007,4.0064E7
2202,2.4414E7
1398,2.04702E8
656,2.3788002E7
6886,2.191E7
857,9.9221008E7
2727,9703001.0
939,2.8796E8
1099,3.13E7
1800,3.8812004E7
6818,1.0955E7
386,1.14558008E8
1766,2.5040002E7
267,4.5072004E7
941,2.42888016E8
1288,7.6685008E7
2333,2.4101E7
700,3.06427008E8
902,1.9093002E7
3988,1.70585008E8
