47810,1.986E7
8770,8606000.0
5385,1.1916E7
69960,8274999.5
51915,8274999.5
8930,5295999.5
5387,1.9198E7
10130,1.6880998E7
5300,5958000.0
34220,3.1113998E7
2790,1.6880998E7
207940,1.5226E7
5380,1.04927E8
4170,7943999.5
139130,1.1254E7
29780,8274999.5
66570,3.4424E7
5935,3310000.0
11070,1.0591999E7
88350,8274999.5
90430,4.2036996E7
16360,1.1916E7
90435,8606000.0
6400,3.5748E7
10140,1.5887999E7
130960,8606000.0
18260,2.3832E7
6360,9267999.0
96770,4.8657E7
3490,8274999.5
120,7281999.5
32830,4.1044E7
880,8937000.0
34730,4.9980996E7
27410,1.0923E7
1740,6289000.0
26960,6289000.0
35420,1.04927E8
5940,9930000.0
36460,7943999.5
4990,6950999.5
15760,5.1635996E7
35250,2.0191E7
9240,1.2247E7
24110,1.6549999E7
30000,7943999.5
810,4.1706E7
21240,2.3169998E7
5830,1.6219E7
6800,1.8535998E7
30,2.0853E7
11170,2.7142E7
36570,2.5486998E7
17670,2.5817998E7
18880,1.0261E7
3550,2.9789998E7
7070,7943999.5
660,1.30083E8
1800,1.2908999E7
11210,6950999.5
9540,3.3430998E7
11780,8274999.5
34020,7281999.5
270,4.4354E7
97950,1.4563999E7
32640,1.5887999E7
12630,1.2247E7
68270,3.5748E7
12750,9599000.0
51600,8274999.5
4800,1.3901999E7
47050,6950999.5
4020,2.4163E7
10060,7943999.5
105560,9.4334992E7
9830,1.3571E7
128940,9267999.0
9150,1.7874E7
23530,1.2247E7
71050,1.0591999E7
720,1.7874E7
28260,4.6670996E7
47040,5958000.0
86280,1.4233E7
12450,9599000.0
12330,7.5799E7
138930,1.324E7
1040,1.2908999E7
30200,5958000.0
210,1.2908999E7
51900,3.7734E7
10950,2.1183998E7
7310,5958000.0
51905,6950999.5
33780,5.4945996E7
1450,1.1584999E7
5490,9.4665992E7
2380,1.1254E7
100,9599000.0
55550,9.6652E7
161390,2.0853E7
139480,2.0522E7
78930,1.4894999E7
35720,1.324E7
51910,5.8586996E7
86790,5.5607996E7
