66,2.904E7
23,1.7985E7
69,5610000.0
27,4.3560004E7
293,6270000.0
494,1.023E7
551,9900000.0
1038,1.947E7
1972,1.3695E7
1113,6.5505004E7
1299,2.75550016E8
2388,5.5275E7
6823,1.848E7
659,9570000.0
10,1.3200001E7
11,5.676E7
12,2.3429998E7
14,1.0724999E7
16,7.6395E7
17,2.5905002E7
H78,3.0195E7
19,2.0295E7
J36,5.907E7
2282,6765000.0
MPEL,1.2045E7
J37,3.201E7
142,5280000.0
880,5610000.0
1,1.2342E8
1128,1.0890001E7
683,7755000.0
2,6.039E7
288,2.244E7
101,2.112E7
388,1.06755E8
3,5.379E7
4,4.422E7
522,1.2375E7
6,4.4055E7
8,9405000.0
823,5.3625E7
1928,3.927E7
669,2.046E7
83,1.881E7
20,2.31E7
2638,8745000.0
